STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2020,,91.8229,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,89.9366,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2018,,88.0971,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2017,,88.0405,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2016,,85.8141,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2015,,82.6867,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2007,,3.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2006,,3.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2005,,4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2004,,3.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2024,,4.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2023,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2022,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2021,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2018,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2017,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2016,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2015,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2014,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2013,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2012,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2011,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2010,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2009,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2008,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2007,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2006,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2005,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2004,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,99.913719,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.930412,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2018,,99.932037,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2017,,99.93177,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2016,,99.928085,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2015,,99.93177,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2014,,99.931099,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2013,,99.93042,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2012,,99.929726,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2011,,99.929031,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2010,,99.928322,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2009,,99.927856,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2008,,99.927376,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2007,,99.926872,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2006,,99.926353,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2005,,99.925812,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2004,,99.925674,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.593961911,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.447595927,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.250284285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,8.068108711,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,7.439511348,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2024,,7.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,491.65,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,499.632894,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2015,,503.7219974,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2012,,501.4974602,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2009,,487.1363751,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2006,,501.4717711,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,496.1135617,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2015,,502.5751155,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2012,,522.0039603,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2009,,507.9841538,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2006,,508.3289299,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_4,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2021,,93.3494,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2020,,3.6,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,3_5,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,5.1,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2013,,16.211721,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2012,,17.751419,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2011,,18.054987,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2010,,18.661366,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2009,,16.180515,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2008,,11.805021,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2007,,8.9522543,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2006,,8.6856546,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2005,,8.6503954,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2004,,8.4715414,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,6.0973573,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,6.0973573,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,8.8198032,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,9.3188,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,9.535881,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2018,,9.6018734,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2017,,11.208483,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2016,,12.675678,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2015,,13.393236,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,14.804914,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,7.912481456,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,7.912481456,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,5.820400379,,A,Normal value,0,Units,2,Two,,
